"","country","Sector","Incident","Frequency","Date"
"647","Nigeria","Education","kidnapped",0,"2017"
"648","OPT","Education","kidnapped",0,"2017"
"649","Peru","Education","kidnapped",0,"2017"
"650","Saudi Arabia","Education","kidnapped",0,"2017"
"651","South Africa","Education","kidnapped",0,"2017"
"652","South Africa","Education","kidnapped",0,"2017"
"653","Sudan","Education","kidnapped",0,"2017"
"654","Syria","Education","kidnapped",0,"2017"
"655","Syria","Education","kidnapped",0,"2017"
"656","Syria","Education","kidnapped",0,"2017"
"657","Syria","Education","kidnapped",0,"2017"
"658","Syria","Education","kidnapped",0,"2017"
"659","Syria","Education","kidnapped",0,"2017"
"660","Syria","Education","kidnapped",0,"2017"
"661","Tunisia","Education","kidnapped",0,"2017"
"662","Tunisia","Education","kidnapped",0,"2017"
"663","Tunisia","Education","kidnapped",0,"2017"
"664","Afghanistan","Education","kidnapped",0,"2017"
"665","Bangladesh","Education","kidnapped",0,"2017"
"666","Bangladesh","Education","kidnapped",0,"2017"
"667","Brazil","Education","kidnapped",0,"2017"
"668","Burkina Faso","Education","kidnapped",0,"2017"
"669","Cameroon","Education","kidnapped",0,"2017"
"670","Cameroon","Education","kidnapped",0,"2017"
"671","Equatorial Guinea","Education","kidnapped",0,"2017"
"672","Guatemala","Education","kidnapped",0,"2017"
"673","Malawi","Education","kidnapped",0,"2017"
"674","Mexico","Education","kidnapped",0,"2017"
"675","Mexico","Education","kidnapped",0,"2017"
"676","Nepal","Education","kidnapped",0,"2017"
"677","Nepal","Education","kidnapped",0,"2017"
"678","OPT","Education","kidnapped",0,"2017"
"679","Pakistan","Education","kidnapped",0,"2017"
"680","Pakistan","Education","kidnapped",0,"2017"
"681","Panama","Education","kidnapped",0,"2017"
"682","Peru","Education","kidnapped",0,"2017"
"683","Peru","Education","kidnapped",0,"2017"
"684","Seychelles","Education","kidnapped",0,"2017"
"685","Seychelles","Education","kidnapped",0,"2017"
"686","Sudan","Education","kidnapped",0,"2017"
"687","Sudan","Education","kidnapped",0,"2017"
"688","Syria","Education","kidnapped",0,"2017"
"689","Syria","Education","kidnapped",0,"2017"
"690","Syria","Education","kidnapped",0,"2017"
"691","Syria","Education","kidnapped",0,"2017"
"692","Syria","Education","kidnapped",0,"2017"
"693","Tanzania","Education","kidnapped",0,"2017"
"694","Afghanistan","Education","kidnapped",0,"2017"
"695","Cameroon","Education","kidnapped",0,"2017"
"696","Honduras","Education","kidnapped",0,"2017"
"697","Ivory Coast","Education","kidnapped",0,"2017"
"698","Libya","Education","kidnapped",0,"2017"
"699","Mexico","Education","kidnapped",0,"2017"
"700","Mexico","Education","kidnapped",0,"2017"
"701","Mexico","Education","kidnapped",0,"2017"
"702","Mexico","Education","kidnapped",0,"2017"
"703","Nepal","Education","kidnapped",0,"2017"
"704","Pakistan","Education","kidnapped",0,"2017"
"705","Peru","Education","kidnapped",0,"2017"
"706","Sudan","Education","kidnapped",0,"2017"
"707","Syria","Education","kidnapped",0,"2017"
"708","Syria","Education","kidnapped",0,"2017"
"709","Syria","Education","kidnapped",0,"2017"
"710","Syria","Education","kidnapped",0,"2017"
"711","Uganda","Education","kidnapped",0,"2017"
"712","Afghanistan","Education","arrested",0,"2017"
"713","Afghanistan","Education","arrested",0,"2017"
"714","India","Education","arrested",0,"2017"
"715","Nigeria","Education","arrested",0,"2017"
"716","Nigeria","Education","arrested",0,"2017"
"717","Nigeria","Education","arrested",0,"2017"
"718","Syria","Education","arrested",0,"2017"
"719","Syria","Education","arrested",0,"2017"
"720","Syria","Education","arrested",0,"2017"
"721","Syria","Education","arrested",0,"2017"
"722","Syria","Education","arrested",0,"2017"
"723","Syria","Education","arrested",0,"2017"
"724","Syria","Education","arrested",0,"2017"
"725","Syria","Education","arrested",0,"2017"
"726","Syria","Education","arrested",0,"2017"
"727","Syria","Education","arrested",0,"2017"
"728","Syria","Education","arrested",0,"2017"
"729","Syria","Education","arrested",0,"2017"
"730","Syria","Education","arrested",0,"2017"
"731","Syria","Education","arrested",0,"2017"
"732","Syria","Education","arrested",0,"2017"
"733","Syria","Education","arrested",0,"2017"
"734","Syria","Education","arrested",0,"2017"
"735","Afghanistan","Education","arrested",0,"2017"
"736","Angola","Education","arrested",0,"2017"
"737","Iran","Education","arrested",1,"2017"
"738","Nigeria","Education","arrested",0,"2017"
"739","Pakistan","Education","arrested",0,"2017"
"740","Pakistan","Education","arrested",0,"2017"
"741","Sudan","Education","arrested",0,"2017"
"742","Syria","Education","arrested",0,"2017"
"743","Syria","Education","arrested",0,"2017"
"744","Syria","Education","arrested",0,"2017"
"745","Syria","Education","arrested",0,"2017"
"746","Syria","Education","arrested",0,"2017"
"747","Syria","Education","arrested",0,"2017"
"748","Syria","Education","arrested",0,"2017"
"749","Syria","Education","arrested",0,"2017"
"750","Syria","Education","arrested",0,"2017"
"751","Syria","Education","arrested",0,"2017"
"752","Syria","Education","arrested",0,"2017"
"753","Syria","Education","arrested",0,"2017"
"754","Syria","Education","arrested",0,"2017"
"755","Syria","Education","arrested",0,"2017"
"756","Syria","Education","arrested",0,"2017"
"757","Ukraine","Education","arrested",0,"2017"
"758","Afghanistan","Education","arrested",0,"2017"
"759","Brazil","Education","arrested",0,"2017"
"760","Burkina Faso","Education","arrested",0,"2017"
"761","Pakistan","Education","arrested",0,"2017"
"762","Pakistan","Education","arrested",0,"2017"
"763","Pakistan","Education","arrested",0,"2017"
"764","Philippines","Education","arrested",0,"2017"
"765","DRC","Education","arrested",0,"2017"
"766","Greece","Education","arrested",0,"2017"
"767","India","Education","arrested",0,"2017"
"768","Nigeria","Education","arrested",0,"2017"
"769","Nigeria","Education","arrested",0,"2017"
"770","Nigeria","Education","arrested",0,"2017"
"771","Pakistan","Education","arrested",0,"2017"
"772","Somalia","Education","arrested",0,"2017"
"773","Somalia","Education","arrested",0,"2017"
"774","South Africa","Education","arrested",0,"2017"
"775","South Sudan","Education","arrested",0,"2017"
"776","Syria","Education","arrested",0,"2017"
"777","Cameroon","Education","arrested",0,"2017"
"778","Iraq / KRI","Education","arrested",0,"2017"
"779","Mali","Education","arrested",0,"2017"
"780","Nigeria","Education","arrested",0,"2017"
"781","Nigeria","Education","arrested",0,"2017"
"782","Nigeria","Education","arrested",0,"2017"
"783","Pakistan","Education","arrested",0,"2017"
"784","Somalia","Education","arrested",0,"2017"
"785","Syria","Education","arrested",0,"2017"
"786","Syria","Education","arrested",0,"2017"
"787","Syria","Education","arrested",0,"2017"
"788","Syria","Education","arrested",0,"2017"
"789","Syria","Education","arrested",0,"2017"
"790","Syria","Education","arrested",0,"2017"
"791","Cameroon","Education","arrested",0,"2017"
"792","Cameroon","Education","arrested",0,"2017"
"793","Nigeria","Education","arrested",0,"2017"
"794","Nigeria","Education","arrested",0,"2017"
"795","Singapore","Education","arrested",1,"2017"
"796","Syria","Education","arrested",0,"2017"
"797","Syria","Education","arrested",0,"2017"
"798","Syria","Education","arrested",0,"2017"
"799","Syria","Education","arrested",0,"2017"
"800","Syria","Education","arrested",0,"2017"
"801","Syria","Education","arrested",0,"2017"
"802","Syria","Education","arrested",0,"2017"
"803","Syria","Education","arrested",0,"2017"
"804","Syria","Education","arrested",0,"2017"
"805","Turkey","Education","arrested",2,"2017"
"806","DRC","Education","arrested",0,"2017"
"807","DRC","Education","arrested",0,"2017"
"808","Indonesia","Education","arrested",0,"2017"
"809","Syria","Education","arrested",0,"2017"
"810","Syria","Education","arrested",0,"2017"
"811","Syria","Education","arrested",0,"2017"
"812","Syria","Education","arrested",0,"2017"
"813","Syria","Education","arrested",0,"2017"
"814","Syria","Education","arrested",0,"2017"
"815","Syria","Education","arrested",0,"2017"
"816","Syria","Education","arrested",0,"2017"
"817","Syria","Education","arrested",0,"2017"
"818","Syria","Education","arrested",0,"2017"
"819","Syria","Education","arrested",0,"2017"
"820","Syria","Education","arrested",0,"2017"
"821","Syria","Education","arrested",0,"2017"
"822","Syria","Education","arrested",0,"2017"
"823","Syria","Education","arrested",0,"2017"
"824","Turkey","Education","arrested",72,"2017"
"825","Cameroon","Education","arrested",0,"2017"
"826","Cameroon","Education","arrested",0,"2017"
"827","Chad","Education","arrested",0,"2017"
"828","Indonesia","Education","arrested",0,"2017"
"829","Libya","Education","arrested",0,"2017"
"830","Libya","Education","arrested",0,"2017"
"831","OPT","Education","arrested",0,"2017"
"832","OPT","Education","arrested",0,"2017"
"833","OPT","Education","arrested",0,"2017"
"834","OPT","Education","arrested",0,"2017"
"835","OPT","Education","arrested",0,"2017"
"836","South Africa","Education","arrested",0,"2017"
"837","Syria","Education","arrested",0,"2017"
"838","Syria","Education","arrested",0,"2017"
"839","Syria","Education","arrested",0,"2017"
"840","Syria","Education","arrested",0,"2017"
"841","Syria","Education","arrested",0,"2017"
"842","Syria","Education","arrested",0,"2017"
"843","Syria","Education","arrested",0,"2017"
"844","Syria","Education","arrested",0,"2017"
"845","Syria","Education","arrested",0,"2017"
"846","Burundi","Education","arrested",0,"2017"
"847","Cameroon","Education","arrested",0,"2017"
"848","Ethiopia","Education","arrested",0,"2017"
"849","Israel","Education","arrested",1,"2017"
"850","Kenya","Education","arrested",0,"2017"
"851","Kenya","Education","arrested",0,"2017"
"852","Libya","Education","arrested",1,"2017"
"853","Libya","Education","arrested",0,"2017"
"854","Myanmar","Education","arrested",0,"2017"
"855","Nigeria","Education","arrested",0,"2017"
"856","OPT","Education","arrested",1,"2017"
"857","OPT","Education","arrested",0,"2017"
"858","Pakistan","Education","arrested",1,"2017"
"859","South Africa","Education","arrested",0,"2017"
"860","South Africa","Education","arrested",0,"2017"
"861","South Africa","Education","arrested",0,"2017"
"862","South Africa","Education","arrested",0,"2017"
"863","Sudan","Education","arrested",1,"2017"
"864","Swaziland","Education","arrested",0,"2017"
"865","Syria","Education","arrested",0,"2017"
"866","Syria","Education","arrested",0,"2017"
"867","Syria","Education","arrested",0,"2017"
"868","Syria","Education","arrested",0,"2017"
"869","Syria","Education","arrested",0,"2017"
"870","Afghanistan","Education","arrested",0,"2017"
"871","Algeria","Education","arrested",0,"2017"
"872","Bangladesh","Education","arrested",0,"2017"
"873","Brazil","Education","arrested",0,"2017"
"874","Brazil","Education","arrested",0,"2017"
"875","Brazil","Education","arrested",0,"2017"
"876","Chad","Education","arrested",0,"2017"
"877","DRC","Education","arrested",0,"2017"
"878","India","Education","arrested",0,"2017"
"879","Ivory Coast","Education","arrested",0,"2017"
"880","Kenya","Education","arrested",0,"2017"
"881","Kenya","Education","arrested",0,"2017"
"882","Mali","Education","arrested",1,"2017"
"883","Niger","Education","arrested",0,"2017"
"884","Nigeria","Education","arrested",0,"2017"
"885","OPT","Education","arrested",0,"2017"
"886","Peru","Education","arrested",0,"2017"
"887","Saudi Arabia","Education","arrested",0,"2017"
"888","South Africa","Education","arrested",0,"2017"
"889","South Africa","Education","arrested",0,"2017"
"890","Sudan","Education","arrested",0,"2017"
"891","Syria","Education","arrested",0,"2017"
"892","Syria","Education","arrested",0,"2017"
"893","Syria","Education","arrested",0,"2017"
"894","Syria","Education","arrested",0,"2017"
"895","Syria","Education","arrested",0,"2017"
"896","Syria","Education","arrested",0,"2017"
"897","Syria","Education","arrested",0,"2017"
"898","Tunisia","Education","arrested",0,"2017"
"899","Tunisia","Education","arrested",0,"2017"
"900","Tunisia","Education","arrested",0,"2017"
"901","Afghanistan","Education","arrested",0,"2017"
"902","Bangladesh","Education","arrested",0,"2017"
"903","Bangladesh","Education","arrested",1,"2017"
"904","Brazil","Education","arrested",0,"2017"
"905","Burkina Faso","Education","arrested",0,"2017"
"906","Cameroon","Education","arrested",0,"2017"
"907","Cameroon","Education","arrested",0,"2017"
"908","Equatorial Guinea","Education","arrested",1,"2017"
"909","Guatemala","Education","arrested",0,"2017"
"910","Malawi","Education","arrested",0,"2017"
"911","Mexico","Education","arrested",0,"2017"
"912","Mexico","Education","arrested",0,"2017"
"913","Nepal","Education","arrested",0,"2017"
"914","Nepal","Education","arrested",0,"2017"
"915","OPT","Education","arrested",4,"2017"
"916","Pakistan","Education","arrested",0,"2017"
"917","Pakistan","Education","arrested",0,"2017"
"918","Panama","Education","arrested",0,"2017"
"919","Peru","Education","arrested",0,"2017"
"920","Peru","Education","arrested",0,"2017"
"921","Seychelles","Education","arrested",0,"2017"
"922","Seychelles","Education","arrested",0,"2017"
"923","Sudan","Education","arrested",0,"2017"
"924","Sudan","Education","arrested",0,"2017"
"925","Syria","Education","arrested",0,"2017"
"926","Syria","Education","arrested",0,"2017"
"927","Syria","Education","arrested",0,"2017"
"928","Syria","Education","arrested",0,"2017"
"929","Syria","Education","arrested",0,"2017"
"930","Tanzania","Education","arrested",0,"2017"
"931","Afghanistan","Education","arrested",3,"2017"
"932","Cameroon","Education","arrested",0,"2017"
"933","Honduras","Education","arrested",0,"2017"
"934","Ivory Coast","Education","arrested",0,"2017"
"935","Libya","Education","arrested",0,"2017"
"936","Mexico","Education","arrested",0,"2017"
"937","Mexico","Education","arrested",0,"2017"
"938","Mexico","Education","arrested",0,"2017"
"939","Mexico","Education","arrested",0,"2017"
"940","Nepal","Education","arrested",0,"2017"
"941","Pakistan","Education","arrested",0,"2017"
"942","Peru","Education","arrested",0,"2017"
"943","Sudan","Education","arrested",0,"2017"
"944","Syria","Education","arrested",0,"2017"
"945","Syria","Education","arrested",0,"2017"
"946","Syria","Education","arrested",0,"2017"
"947","Syria","Education","arrested",0,"2017"
"948","Uganda","Education","arrested",0,"2017"
"949","Afghanistan","Education","beaten",0,"2017"
"950","Afghanistan","Education","beaten",0,"2017"
"951","India","Education","beaten",0,"2017"
"952","Nigeria","Education","beaten",0,"2017"
"953","Nigeria","Education","beaten",0,"2017"
"954","Nigeria","Education","beaten",0,"2017"
"955","Syria","Education","beaten",0,"2017"
"956","Syria","Education","beaten",0,"2017"
"957","Syria","Education","beaten",0,"2017"
"958","Syria","Education","beaten",0,"2017"
"959","Syria","Education","beaten",0,"2017"
"960","Syria","Education","beaten",0,"2017"
"961","Syria","Education","beaten",0,"2017"
"962","Syria","Education","beaten",0,"2017"
"963","Syria","Education","beaten",0,"2017"
"964","Syria","Education","beaten",0,"2017"
"965","Syria","Education","beaten",0,"2017"
"966","Syria","Education","beaten",0,"2017"
"967","Syria","Education","beaten",0,"2017"
"968","Syria","Education","beaten",0,"2017"
"969","Syria","Education","beaten",0,"2017"
"970","Syria","Education","beaten",0,"2017"
"971","Syria","Education","beaten",0,"2017"
"972","Afghanistan","Education","beaten",0,"2017"
"973","Angola","Education","beaten",0,"2017"
"974","Iran","Education","beaten",0,"2017"
"975","Nigeria","Education","beaten",0,"2017"
"976","Pakistan","Education","beaten",0,"2017"
"977","Pakistan","Education","beaten",0,"2017"
"978","Sudan","Education","beaten",0,"2017"
"979","Syria","Education","beaten",0,"2017"
"980","Syria","Education","beaten",0,"2017"
"981","Syria","Education","beaten",0,"2017"
"982","Syria","Education","beaten",0,"2017"
"983","Syria","Education","beaten",0,"2017"
"984","Syria","Education","beaten",0,"2017"
"985","Syria","Education","beaten",0,"2017"
"986","Syria","Education","beaten",0,"2017"
"987","Syria","Education","beaten",0,"2017"
"988","Syria","Education","beaten",0,"2017"
"989","Syria","Education","beaten",0,"2017"
"990","Syria","Education","beaten",0,"2017"
"991","Syria","Education","beaten",0,"2017"
"992","Syria","Education","beaten",0,"2017"
"993","Syria","Education","beaten",0,"2017"
"994","Ukraine","Education","beaten",0,"2017"
"995","Afghanistan","Education","beaten",0,"2017"
"996","Brazil","Education","beaten",0,"2017"
"997","Burkina Faso","Education","beaten",0,"2017"
"998","Pakistan","Education","beaten",0,"2017"
"999","Pakistan","Education","beaten",0,"2017"
"1000","Pakistan","Education","beaten",0,"2017"
"1001","Philippines","Education","beaten",0,"2017"
"1002","DRC","Education","beaten",0,"2017"
"1003","Greece","Education","beaten",0,"2017"
"1004","India","Education","beaten",0,"2017"
"1005","Nigeria","Education","beaten",0,"2017"
"1006","Nigeria","Education","beaten",0,"2017"
"1007","Nigeria","Education","beaten",0,"2017"
"1008","Pakistan","Education","beaten",0,"2017"
"1009","Somalia","Education","beaten",0,"2017"
"1010","Somalia","Education","beaten",0,"2017"
"1011","South Africa","Education","beaten",0,"2017"
"1012","South Sudan","Education","beaten",0,"2017"
"1013","Syria","Education","beaten",0,"2017"
"1014","Cameroon","Education","beaten",0,"2017"
"1015","Iraq / KRI","Education","beaten",0,"2017"
"1016","Mali","Education","beaten",0,"2017"
"1017","Nigeria","Education","beaten",0,"2017"
"1018","Nigeria","Education","beaten",0,"2017"
"1019","Nigeria","Education","beaten",0,"2017"
"1020","Pakistan","Education","beaten",0,"2017"
"1021","Somalia","Education","beaten",0,"2017"
"1022","Syria","Education","beaten",0,"2017"
"1023","Syria","Education","beaten",0,"2017"
"1024","Syria","Education","beaten",0,"2017"
"1025","Syria","Education","beaten",0,"2017"
"1026","Syria","Education","beaten",0,"2017"
"1027","Syria","Education","beaten",0,"2017"
"1028","Cameroon","Education","beaten",0,"2017"
"1029","Cameroon","Education","beaten",0,"2017"
"1030","Nigeria","Education","beaten",0,"2017"
"1031","Nigeria","Education","beaten",0,"2017"
"1032","Singapore","Education","beaten",0,"2017"
"1033","Syria","Education","beaten",0,"2017"
"1034","Syria","Education","beaten",0,"2017"
"1035","Syria","Education","beaten",0,"2017"
"1036","Syria","Education","beaten",0,"2017"
"1037","Syria","Education","beaten",0,"2017"
"1038","Syria","Education","beaten",0,"2017"
"1039","Syria","Education","beaten",0,"2017"
"1040","Syria","Education","beaten",0,"2017"
"1041","Syria","Education","beaten",0,"2017"
"1042","Turkey","Education","beaten",0,"2017"
"1043","DRC","Education","beaten",0,"2017"
"1044","DRC","Education","beaten",0,"2017"
"1045","Indonesia","Education","beaten",0,"2017"
"1046","Syria","Education","beaten",0,"2017"
"1047","Syria","Education","beaten",0,"2017"
"1048","Syria","Education","beaten",0,"2017"
"1049","Syria","Education","beaten",0,"2017"
"1050","Syria","Education","beaten",0,"2017"
"1051","Syria","Education","beaten",0,"2017"
"1052","Syria","Education","beaten",0,"2017"
"1053","Syria","Education","beaten",0,"2017"
"1054","Syria","Education","beaten",0,"2017"
"1055","Syria","Education","beaten",0,"2017"
"1056","Syria","Education","beaten",0,"2017"
"1057","Syria","Education","beaten",0,"2017"
"1058","Syria","Education","beaten",0,"2017"
"1059","Syria","Education","beaten",0,"2017"
"1060","Syria","Education","beaten",0,"2017"
"1061","Turkey","Education","beaten",0,"2017"
"1062","Cameroon","Education","beaten",0,"2017"
"1063","Cameroon","Education","beaten",0,"2017"
"1064","Chad","Education","beaten",0,"2017"
"1065","Indonesia","Education","beaten",0,"2017"
"1066","Libya","Education","beaten",0,"2017"
"1067","Libya","Education","beaten",0,"2017"
"1068","OPT","Education","beaten",0,"2017"
"1069","OPT","Education","beaten",0,"2017"
"1070","OPT","Education","beaten",0,"2017"
"1071","OPT","Education","beaten",0,"2017"
"1072","OPT","Education","beaten",0,"2017"
"1073","South Africa","Education","beaten",0,"2017"
"1074","Syria","Education","beaten",0,"2017"
"1075","Syria","Education","beaten",0,"2017"
"1076","Syria","Education","beaten",0,"2017"
"1077","Syria","Education","beaten",0,"2017"
"1078","Syria","Education","beaten",0,"2017"
"1079","Syria","Education","beaten",0,"2017"
"1080","Syria","Education","beaten",0,"2017"
"1081","Syria","Education","beaten",0,"2017"
"1082","Syria","Education","beaten",0,"2017"
"1083","Burundi","Education","beaten",0,"2017"
"1084","Cameroon","Education","beaten",0,"2017"
"1085","Ethiopia","Education","beaten",0,"2017"
"1086","Israel","Education","beaten",0,"2017"
"1087","Kenya","Education","beaten",0,"2017"
"1088","Kenya","Education","beaten",0,"2017"
"1089","Libya","Education","beaten",0,"2017"
"1090","Libya","Education","beaten",0,"2017"
"1091","Myanmar","Education","beaten",0,"2017"
"1092","Nigeria","Education","beaten",0,"2017"
"1093","OPT","Education","beaten",0,"2017"
"1094","OPT","Education","beaten",0,"2017"
"1095","Pakistan","Education","beaten",0,"2017"
"1096","South Africa","Education","beaten",0,"2017"
"1097","South Africa","Education","beaten",0,"2017"
"1098","South Africa","Education","beaten",0,"2017"
"1099","South Africa","Education","beaten",0,"2017"
"1100","Sudan","Education","beaten",0,"2017"
"1101","Swaziland","Education","beaten",0,"2017"
"1102","Syria","Education","beaten",0,"2017"
"1103","Syria","Education","beaten",0,"2017"
"1104","Syria","Education","beaten",0,"2017"
"1105","Syria","Education","beaten",0,"2017"
"1106","Syria","Education","beaten",0,"2017"
"1107","Afghanistan","Education","beaten",0,"2017"
"1108","Algeria","Education","beaten",0,"2017"
"1109","Bangladesh","Education","beaten",0,"2017"
"1110","Brazil","Education","beaten",0,"2017"
"1111","Brazil","Education","beaten",0,"2017"
"1112","Brazil","Education","beaten",0,"2017"
"1113","Chad","Education","beaten",0,"2017"
"1114","DRC","Education","beaten",0,"2017"
"1115","India","Education","beaten",0,"2017"
"1116","Ivory Coast","Education","beaten",0,"2017"
"1117","Kenya","Education","beaten",0,"2017"
"1118","Kenya","Education","beaten",0,"2017"
"1119","Mali","Education","beaten",0,"2017"
"1120","Niger","Education","beaten",0,"2017"
"1121","Nigeria","Education","beaten",0,"2017"
"1122","OPT","Education","beaten",0,"2017"
"1123","Peru","Education","beaten",0,"2017"
"1124","Saudi Arabia","Education","beaten",0,"2017"
"1125","South Africa","Education","beaten",0,"2017"
"1126","South Africa","Education","beaten",0,"2017"
"1127","Sudan","Education","beaten",0,"2017"
"1128","Syria","Education","beaten",0,"2017"
"1129","Syria","Education","beaten",0,"2017"
"1130","Syria","Education","beaten",0,"2017"
"1131","Syria","Education","beaten",0,"2017"
"1132","Syria","Education","beaten",0,"2017"
"1133","Syria","Education","beaten",0,"2017"
"1134","Syria","Education","beaten",0,"2017"
"1135","Tunisia","Education","beaten",1,"2017"
"1136","Tunisia","Education","beaten",1,"2017"
"1137","Tunisia","Education","beaten",0,"2017"
"1138","Afghanistan","Education","beaten",0,"2017"
"1139","Bangladesh","Education","beaten",0,"2017"
"1140","Bangladesh","Education","beaten",0,"2017"
"1141","Brazil","Education","beaten",0,"2017"
"1142","Burkina Faso","Education","beaten",0,"2017"
"1143","Cameroon","Education","beaten",0,"2017"
"1144","Cameroon","Education","beaten",0,"2017"
"1145","Equatorial Guinea","Education","beaten",0,"2017"
"1146","Guatemala","Education","beaten",0,"2017"
"1147","Malawi","Education","beaten",0,"2017"
"1148","Mexico","Education","beaten",0,"2017"
"1149","Mexico","Education","beaten",0,"2017"
"1150","Nepal","Education","beaten",0,"2017"
"1151","Nepal","Education","beaten",0,"2017"
"1152","OPT","Education","beaten",0,"2017"
"1153","Pakistan","Education","beaten",0,"2017"
"1154","Pakistan","Education","beaten",1,"2017"
"1155","Panama","Education","beaten",0,"2017"
"1156","Peru","Education","beaten",0,"2017"
"1157","Peru","Education","beaten",0,"2017"
"1158","Seychelles","Education","beaten",1,"2017"
"1159","Seychelles","Education","beaten",1,"2017"
"1160","Sudan","Education","beaten",0,"2017"
"1161","Sudan","Education","beaten",0,"2017"
"1162","Syria","Education","beaten",0,"2017"
"1163","Syria","Education","beaten",0,"2017"
"1164","Syria","Education","beaten",0,"2017"
"1165","Syria","Education","beaten",0,"2017"
"1166","Syria","Education","beaten",0,"2017"
"1167","Tanzania","Education","beaten",0,"2017"
"1168","Afghanistan","Education","beaten",0,"2017"
"1169","Cameroon","Education","beaten",0,"2017"
"1170","Honduras","Education","beaten",0,"2017"
"1171","Ivory Coast","Education","beaten",0,"2017"
"1172","Libya","Education","beaten",0,"2017"
"1173","Mexico","Education","beaten",0,"2017"
"1174","Mexico","Education","beaten",0,"2017"
"1175","Mexico","Education","beaten",0,"2017"
"1176","Mexico","Education","beaten",0,"2017"
"1177","Nepal","Education","beaten",0,"2017"
"1178","Pakistan","Education","beaten",0,"2017"
"1179","Peru","Education","beaten",0,"2017"
"1180","Sudan","Education","beaten",0,"2017"
"1181","Syria","Education","beaten",0,"2017"
"1182","Syria","Education","beaten",0,"2017"
"1183","Syria","Education","beaten",0,"2017"
"1184","Syria","Education","beaten",0,"2017"
"1185","Uganda","Education","beaten",0,"2017"
"1186","Afghanistan","Education","Sexual Violence",0,"2017"
"1187","Afghanistan","Education","Sexual Violence",0,"2017"
"1188","India","Education","Sexual Violence",0,"2017"
"1189","Nigeria","Education","Sexual Violence",0,"2017"
"1190","Nigeria","Education","Sexual Violence",0,"2017"
"1191","Nigeria","Education","Sexual Violence",0,"2017"
"1192","Syria","Education","Sexual Violence",0,"2017"
"1193","Syria","Education","Sexual Violence",0,"2017"
"1194","Syria","Education","Sexual Violence",0,"2017"
"1195","Syria","Education","Sexual Violence",0,"2017"
"1196","Syria","Education","Sexual Violence",0,"2017"
"1197","Syria","Education","Sexual Violence",0,"2017"
"1198","Syria","Education","Sexual Violence",0,"2017"
"1199","Syria","Education","Sexual Violence",0,"2017"
"1200","Syria","Education","Sexual Violence",0,"2017"
"1201","Syria","Education","Sexual Violence",0,"2017"
"1202","Syria","Education","Sexual Violence",0,"2017"
"1203","Syria","Education","Sexual Violence",0,"2017"
"1204","Syria","Education","Sexual Violence",0,"2017"
"1205","Syria","Education","Sexual Violence",0,"2017"
"1206","Syria","Education","Sexual Violence",0,"2017"
"1207","Syria","Education","Sexual Violence",0,"2017"
"1208","Syria","Education","Sexual Violence",0,"2017"
"1209","Afghanistan","Education","Sexual Violence",0,"2017"
"1210","Angola","Education","Sexual Violence",0,"2017"
"1211","Iran","Education","Sexual Violence",0,"2017"
"1212","Nigeria","Education","Sexual Violence",0,"2017"
"1213","Pakistan","Education","Sexual Violence",0,"2017"
"1214","Pakistan","Education","Sexual Violence",0,"2017"
"1215","Sudan","Education","Sexual Violence",2,"2017"
"1216","Syria","Education","Sexual Violence",0,"2017"
"1217","Syria","Education","Sexual Violence",0,"2017"
"1218","Syria","Education","Sexual Violence",0,"2017"
"1219","Syria","Education","Sexual Violence",0,"2017"
"1220","Syria","Education","Sexual Violence",0,"2017"
"1221","Syria","Education","Sexual Violence",0,"2017"
"1222","Syria","Education","Sexual Violence",0,"2017"
"1223","Syria","Education","Sexual Violence",0,"2017"
"1224","Syria","Education","Sexual Violence",0,"2017"
"1225","Syria","Education","Sexual Violence",0,"2017"
"1226","Syria","Education","Sexual Violence",0,"2017"
"1227","Syria","Education","Sexual Violence",0,"2017"
"1228","Syria","Education","Sexual Violence",0,"2017"
"1229","Syria","Education","Sexual Violence",0,"2017"
"1230","Syria","Education","Sexual Violence",0,"2017"
"1231","Ukraine","Education","Sexual Violence",0,"2017"
"1232","Afghanistan","Education","Sexual Violence",0,"2017"
"1233","Brazil","Education","Sexual Violence",0,"2017"
"1234","Burkina Faso","Education","Sexual Violence",0,"2017"
"1235","Pakistan","Education","Sexual Violence",0,"2017"
"1236","Pakistan","Education","Sexual Violence",0,"2017"
"1237","Pakistan","Education","Sexual Violence",0,"2017"
"1238","Philippines","Education","Sexual Violence",0,"2017"
"1239","DRC","Education","Sexual Violence",0,"2017"
"1240","Greece","Education","Sexual Violence",1,"2017"
"1241","India","Education","Sexual Violence",0,"2017"
"1242","Nigeria","Education","Sexual Violence",0,"2017"
"1243","Nigeria","Education","Sexual Violence",0,"2017"
"1244","Nigeria","Education","Sexual Violence",0,"2017"
"1245","Pakistan","Education","Sexual Violence",0,"2017"
"1246","Somalia","Education","Sexual Violence",0,"2017"
"1247","Somalia","Education","Sexual Violence",0,"2017"
"1248","South Africa","Education","Sexual Violence",0,"2017"
"1249","South Sudan","Education","Sexual Violence",0,"2017"
"1250","Syria","Education","Sexual Violence",0,"2017"
"1251","Cameroon","Education","Sexual Violence",0,"2017"
"1252","Iraq / KRI","Education","Sexual Violence",0,"2017"
"1253","Mali","Education","Sexual Violence",0,"2017"
"1254","Nigeria","Education","Sexual Violence",0,"2017"
